"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          43,      -1.954785446,      0.4959144237,      0.3779799466,       3.483366476,      -5.370964262,      0.1101428672,      0.2599955127,                 0,                 0,                 0,      0.1161075296,      0.0995739354,      0.2642236727,                 0,        2.36052973
          0,           0,          44,      -1.950540653,      0.4987056323,      0.3777931857,       3.485592206,      -5.358777148,       0.109183276,      0.2676176601,                 0,                 0,                 0,      0.1189283599,     0.09830790424,      0.2718009487,                 0,       2.451086559
          0,           0,          45,      -1.946630495,      0.4998765591,       0.375894662,       3.487334125,      -5.346428501,      0.1080361272,      0.2756223832,                 0,                 0,                 0,      0.1218478778,     0.09683904784,      0.2797529298,                 0,       2.551205697
          0,           0,          46,      -1.942986265,      0.4998070586,      0.3724867042,       3.488784694,      -5.333869816,       0.106704154,      0.2839279877,                 0,                 0,                 0,      0.1248504579,     0.09517338984,      0.2879980982,                 0,       2.660889731
          0,           0,          47,      -1.939528194,       0.498948743,      0.3678827154,       3.490152261,      -5.321347851,      0.1051948623,      0.2924452887,                 0,                 0,                 0,      0.1279209827,     0.09332202473,       0.296447644,                 0,        2.78003395
          0,           0,          48,      -1.936194596,      0.4977476843,      0.3624584555,       3.491609379,      -5.308904094,      0.1035196153,      0.3010814221,                 0,                 0,                 0,      0.1310422912,     0.09130004945,      0.3050092367,                 0,        2.90844804
          0,           0,          49,      -1.932951922,      0.4965779133,      0.3565956257,       3.493261463,      -5.296482099,      0.1016931558,       0.309745144,                 0,                 0,                 0,      0.1341951806,     0.08912587264,      0.3135923006,                 0,       3.045879946
          0,           0,          50,      -1.929805455,      0.4956897594,       0.350626838,       3.495125902,      -5.284237574,     0.09973290346,      0.3183495764,                 0,                 0,                 0,      0.1373571163,     0.08682040139,      0.3221107305,                 0,       3.192021543
          0,           0,          51,      -1.926787876,        0.49519214,      0.3447979927,       3.497145843,      -5.272311855,     0.09765877382,      0.3268167237,                 0,                 0,                 0,      0.1405030462,     0.08440667883,       0.330487397,                 0,       3.346516764
          0,           0,          52,      -1.923947106,      0.4950667488,      0.3392440359,       3.499215171,      -5.260913151,     0.09549269654,      0.3350790129,                 0,                 0,                 0,      0.1436055006,     0.08190934041,      0.3386556658,                 0,       3.508949114
          0,           0,          53,      -1.921325386,      0.4952030134,      0.3339918556,       3.501217484,      -5.250075452,     0.09325723138,      0.3430789479,                 0,                 0,                 0,      0.1466341913,       0.079353245,      0.3465589968,                 0,       3.678845521
          0,           0,          54,      -1.918955152,      0.4954357147,      0.3289817211,        3.50304488,      -5.239964555,     0.09097524765,      0.3507698334,                 0,                 0,                 0,      0.1495573336,     0.07676312541,      0.3541516544,                 0,       3.855662309
          0,           0,          55,      -1.916846425,      0.4955833256,      0.3240962139,       3.504623365,      -5.230614176,     0.08866896914,      0.3581167352,                 0,                 0,                 0,      0.1523434098,     0.07416259546,      0.3613996286,                 0,       4.038805669
          0,           0,          56,      -1.914993092,      0.4954725046,       0.319190526,       3.505913212,      -5.222080474,     0.08635940123,      0.3650968798,                 0,                 0,                 0,      0.1549631575,     0.07157356137,      0.3682810111,                 0,       4.227644872
          0,           0,          57,      -1.913377184,      0.4949544435,      0.3141218397,       3.506905066,      -5.214613945,     0.08406516968,      0.3716965838,                 0,                 0,                 0,      0.1573892326,     0.06901518528,      0.3747828803,                 0,       4.421528978
          0,           0,          58,      -1.911972824,      0.4939093314,      0.3087715169,       3.507618156,      -5.208278071,     0.08180253469,      0.3779138462,                 0,                 0,                 0,      0.1595995008,     0.06650379484,      0.3809038923,                 0,       4.619830519
          0,           0,          59,      -1.910755361,      0.4922474613,      0.3030608804,        3.50808437,      -5.203239979,     0.07958503008,        0.38375803,                 0,                 0,                 0,      0.1615780864,     0.06405253548,      0.3866539478,                 0,       4.821987623
          0,           0,          60,      -1.909702663,      0.4899060978,      0.2969612428,       3.508342978,      -5.199555297,     0.07742307575,      0.3892489852,                 0,                 0,                 0,      0.1633159562,     0.06167101856,      0.3920533007,                 0,       5.027557759
          0,           0,          61,      -1.908799249,      0.4868460672,      0.2904964831,       3.508428862,      -5.197302565,     0.07532370311,      0.3944151066,                 0,                 0,                 0,      0.1648103878,     0.05936512527,      0.3971306063,                 0,       5.236268137
          0,           0,          62,      -1.908030299,      0.4830515166,      0.2837375528,       3.508374788,      -5.196546471,     0.07329113364,      0.3992959848,                 0,                 0,                 0,      0.1660675631,     0.05713747795,       0.401925593,                 0,       5.448080346
          0,           0,          63,      -1.907382927,      0.4785320321,      0.2767901388,       3.508207957,      -5.197293393,      0.0713271737,      0.4039376779,                 0,                 0,                 0,       0.167099595,     0.05498802503,      0.4064843545,                 0,       5.663166742
          0,           0,          64,      -1.906846257,      0.4733268339,      0.2697805751,       3.507949985,      -5.199813806,     0.06943086497,      0.4083912996,                 0,                 0,                 0,      0.1679239679,     0.05291374879,      0.4108579241,                 0,       5.881984904
          0,           0,          65,      -1.906409229,      0.4675103535,      0.2628410617,       3.507620142,      -5.204206675,     0.06759917765,      0.4127114982,                 0,                 0,                 0,      0.1685627314,     0.05090941922,      0.4151007836,                 0,       6.105273947
          0,           0,          66,      -1.906060986,      0.4611958701,      0.2560955256,       3.507234746,      -5.210491055,     0.06582800592,      0.4169566324,                 0,                 0,                 0,      0.1690427196,     0.04896858163,       0.419271079,                 0,       6.334031034
          0,           0,          67,      -1.905783981,      0.4545396576,      0.2496488066,         3.5068178,      -5.218792797,     0.06411210225,      0.4211838278,                 0,                 0,                 0,      0.1693924102,     0.04708369022,      0.4234256777,                 0,       6.569490206
          0,           0,          68,       -1.90555301,       0.447740975,        0.24358131,       3.506403066,      -5.229139102,     0.06244526672,      0.4254464141,                 0,                 0,                 0,      0.1696401336,     0.04524640062,      0.4276176163,                 0,       6.813109086
          0,           0,          69,      -1.905336028,       0.441039775,      0.2379510624,       3.506031927,      -5.241423559,     0.06082135971,      0.4297921342,                 0,                 0,                 0,      0.1698129596,     0.04344865384,      0.4318943516,                 0,       7.066467049
          0,           0,          70,      -1.905092266,      0.4347067944,        0.23279495,       3.505756616,      -5.255456317,     0.05923480589,      0.4342625322,                 0,                 0,                 0,      0.1699363249,     0.04168320461,      0.4362971688,                 0,       7.331205456
          0,           0,          71,      -1.904772925,      0.4290315244,      0.2281407428,       3.505641729,      -5.271141972,     0.05768004297,      0.4388871478,                 0,                 0,                 0,      0.1700306493,     0.03994330452,      0.4408553598,                 0,       7.608994813
          0,           0,          72,      -1.904330929,      0.4242978363,      0.2240192772,       3.505750045,      -5.288150516,     0.05615230367,      0.4436882709,                 0,                 0,                 0,      0.1701136889,     0.03822329174,      0.4455910041,                 0,       7.901515021
          0,           0,          73,      -1.903727935,      0.4207602834,      0.2204788284,       3.506132478,      -5.306103898,     0.05464834385,      0.4486745101,                 0,                 0,                 0,      0.1701976629,      0.0365195778,      0.4505125724,                 0,       8.210212396
          0,           0,          74,      -1.902939861,      0.4186150477,        0.21758985,       3.506820063,      -5.324743663,     0.05316562591,       0.453846635,                 0,                 0,                 0,      0.1702909861,     0.03482959614,      0.4556207316,                 0,       8.536467448
          0,           0,          75,      -1.901962669,      0.4179695129,       0.215446523,       3.507813558,      -5.343442442,     0.05170257032,      0.4591921986,                 0,                 0,                 0,      0.1703960176,     0.03315227019,      0.4609029812,                 0,       8.881419159
          0,           0,          76,      -1.900812084,      0.4188255107,      0.2141561095,       3.509083472,      -5.361647634,     0.05025901419,      0.4646924895,                 0,                 0,                 0,      0.1705126018,     0.03148819139,      0.4663406181,                 0,       9.245953129
          0,           0,          77,       -1.89952232,      0.4210791782,      0.2138249503,       3.510570814,      -5.378742068,     0.04883616092,      0.4703204947,                 0,                 0,                 0,      0.1706371142,     0.02983965095,      0.4719067001,                 0,       9.630578774
          0,           0,          78,      -1.898138225,      0.4245330808,      0.2145368939,       3.512198937,      -5.394130326,     0.04743593042,      0.4760372702,                 0,                 0,                 0,      0.1707604231,     0.02821013691,      0.4775623921,                 0,       10.03537331
          0,           0,          79,      -1.896710307,      0.4289194823,      0.2163348673,       3.513881888,      -5.406941688,     0.04606055198,      0.4818013077,                 0,                 0,                 0,      0.1708719887,     0.02660354977,      0.4832663093,                 0,       10.46017225
          0,           0,          80,      -1.895288106,      0.4339262401,      0.2192042376,       3.515534451,      -5.417247888,     0.04471445607,      0.4875723353,                 0,                 0,                 0,      0.1709630125,     0.02502593964,      0.4889783912,                 0,       10.90413209
          0,           0,          81,      -1.893913073,      0.4392376656,      0.2230702654,       3.517083069,      -5.424962155,      0.0434023082,      0.4933098747,                 0,                 0,                 0,      0.1710243656,     0.02348359973,      0.4946583804,                 0,       11.36598248
          0,           0,          82,      -1.892613123,       0.444558659,      0.2278030791,       3.518474986,        -5.4302403,     0.04212790879,      0.4989688073,                 0,                 0,                 0,      0.1710442301,     0.02198214595,      0.5002613483,                 0,         11.844139
          0,           0,          83,      -1.891400623,      0.4496272318,      0.2332291022,       3.519682327,      -5.433079421,     0.04089559836,      0.5045026466,                 0,                 0,                 0,      0.1710108204,     0.02052778898,       0.505741021,                 0,       12.33635567
          0,           0,          84,      -1.890271938,      0.4542306201,      0.2391457474,       3.520702885,      -5.433860955,     0.03971011795,      0.5098753155,                 0,                 0,                 0,      0.1709167747,     0.01912672013,      0.5110615417,                 0,       12.83993455
          0,           0,          85,      -1.889207723,      0.4582045801,      0.2453397691,       3.521560058,      -5.433011031,     0.03857698242,      0.5150642783,                 0,                 0,                 0,      0.1707612644,     0.01778535812,      0.5162006155,                 0,       13.35159585
          0,           0,          86,      -1.888176326,      0.4614469246,       0.251606612,       3.522297807,      -5.431025275,     0.03749885822,      0.5200439202,                 0,                 0,                 0,      0.1705400813,     0.01650739968,      0.5211327557,                 0,       13.86826012
          0,           0,          87,      -1.887137558,      0.4638983786,      0.2577586313,       3.522975071,      -5.428255427,     0.03647725651,      0.5247962908,                 0,                 0,                 0,      0.1702517816,     0.01529507822,      0.5258400875,                 0,       14.38694521
          0,           0,          88,      -1.886046535,       0.465536777,      0.2636312472,        3.52365985,       -5.42519806,      0.0355146731,      0.5293021535,                 0,                 0,                 0,      0.1698954634,     0.01415166289,      0.5303034906,                 0,       14.90375969
          0,           0,          89,      -1.884856111,      0.4663820707,      0.2690905653,       3.524424892,      -5.422009851,     0.03461150309,       0.533559416,                 0,                 0,                 0,      0.1694753044,     0.01307763281,      0.5345208902,                 0,       15.41566729
          0,           0,          90,       -1.88352127,      0.4664758187,      0.2740358169,       3.525340482,      -5.418973468,     0.03376902048,      0.5375808652,                 0,                 0,                 0,      0.1690021574,     0.01207374556,      0.5385051142,                 0,       15.91935027
          0,           0,          91,      -1.882002098,      0.4658948369,      0.2784038956,       3.526469198,      -5.416074341,     0.03298492695,      0.5413773622,                 0,                 0,                 0,      0.1684832469,     0.01113726689,      0.5422669223,                 0,       16.41287134
          0,           0,          92,      -1.880264677,      0.4647264897,      0.2821653016,       3.527863852,      -5.413360613,     0.03225631358,       0.544969967,                 0,                 0,                 0,      0.1679293355,     0.01026444141,        0.54582724,                 0,       16.89498602
          0,           0,          93,      -1.878283861,      0.4630681444,      0.2853253921,       3.529562805,      -5.410579107,     0.03157961449,      0.5483791312,                 0,                 0,                 0,      0.1673498211,    0.009450881833,      0.5492063587,                 0,       17.36497231
          0,           0,          94,       -1.87604441,      0.4610196044,      0.2879214385,       3.531588534,        -5.4076868,     0.03095135613,      0.5516154937,                 0,                 0,                 0,      0.1667503826,    0.008692688579,      0.5524147685,                 0,       17.82201373
          0,           0,          95,      -1.873542602,       0.458682901,      0.2900200907,       3.533945477,      -5.404601494,     0.03036779502,      0.5547139395,                 0,                 0,                 0,      0.1661446487,    0.007984715156,      0.5554871754,                 0,       18.26652015
          0,           0,          96,      -1.870785269,      0.4561567941,       0.291715392,       3.536621699,      -5.401315049,     0.02982534464,      0.5577193104,                 0,                 0,                 0,       0.165549335,    0.007321570552,        0.55846824,                 0,       18.69950933
          0,           0,          97,      -1.867790258,      0.4535377535,       0.293123571,        3.53958884,      -5.397619209,     0.02931710301,      0.5606696205,                 0,                 0,                 0,      0.1649752646,    0.006694826188,      0.5613956673,                 0,       19.12431868
          0,           0,          98,      -1.864588288,      0.4509061274,      0.2943746949,       3.542800654,      -5.393434894,     0.02883664718,      0.5635967477,                 0,                 0,                 0,      0.1644300364,    0.006096779463,      0.5643010504,                 0,       19.54446175
          0,           0,          99,      -1.861216699,      0.4483310612,      0.2956026351,        3.54620298,      -5.388591331,     0.02837693968,      0.5665290821,                 0,                 0,                 0,      0.1639182711,    0.005519254322,      0.5672124729,                 0,       19.96441789
          0,           0,         100,      -1.857717761,      0.4458518127,      0.2969331367,       3.549735977,      -5.383101264,      0.0279355496,       0.569487392,                 0,                 0,                 0,      0.1634454505,    0.004958984745,      0.5701505881,                 0,       20.38575937
          0,           0,         101,      -1.854134517,      0.4435055906,       0.298475226,       3.553340425,      -5.377227884,     0.02751044462,      0.5725213665,                 0,                 0,                 0,      0.1630262103,    0.004411937278,      0.5731649627,                 0,       20.81105465
          0,           0,         102,      -1.850516633,        0.44132228,      0.3003212634,       3.556948861,      -5.371225994,     0.02709563267,      0.5756519127,                 0,                 0,                 0,      0.1626596048,    0.003871282048,      0.5762762455,                 0,       21.24519179
          0,           0,         103,      -1.846905731,      0.4393169656,      0.3025418938,       3.560508975,      -5.364981204,     0.02668633064,       0.578902373,                 0,                 0,                 0,      0.1623455246,    0.003331298972,      0.5795075669,                 0,       21.69284271
          0,           0,         104,      -1.843335292,      0.4374978777,      0.3051826824,       3.563982272,      -5.358653751,     0.02627835191,      0.5822879065,                 0,                 0,                 0,      0.1620803634,    0.002787193841,      0.5828739052,                 0,       22.15846368
          0,           0,         105,      -1.839832442,      0.4358668349,      0.3082636024,       3.567340208,      -5.352552551,     0.02586838673,      0.5858253196,                 0,                 0,                 0,      0.1618613823,    0.002234982182,      0.5863919196,                 0,       22.64638014
          0,           0,         106,      -1.836418209,      0.4344104265,      0.3117797032,        3.57056347,      -5.346852925,     0.02545321254,      0.5894859054,                 0,                 0,                 0,      0.1616702525,    0.001672601129,      0.5900327966,                 0,       23.15958759
          0,           0,         107,      -1.833106341,      0.4331110651,      0.3157079546,       3.573642758,      -5.341624215,     0.02504279658,      0.5933146316,                 0,                 0,                 0,      0.1615233558,    0.001108197335,      0.5938418693,                 0,       23.69202776
          0,           0,         108,      -1.829899218,      0.4319686469,      0.3200280383,       3.576585494,      -5.337053001,     0.02463807141,      0.5973147716,                 0,                 0,                 0,      0.1614140721,   0.0005425706812,      0.5978224457,                 0,       24.24356848
          0,           0,         109,      -1.826785605,      0.4309759803,      0.3247272047,       3.579417661,      -5.333302528,     0.02423490743,       0.601467709,                 0,                 0,                 0,      0.1613238993,  -2.765474069e-05,      0.6019557583,                 0,       24.81823835
          0,           0,         110,      -1.823754634,      0.4301173862,      0.3297980281,       3.582160846,      -5.330203264,     0.02383304516,      0.6057683071,                 0,                 0,                 0,      0.1612429363,   -0.000602531151,      0.6062366641,                 0,       25.41715937
          0,           0,         111,       -1.82078943,      0.4293683774,      0.3352312172,       3.584843364,      -5.327693548,      0.0234300789,      0.6101860245,                 0,                 0,                 0,      0.1611513476,   -0.001183231281,      0.6106345495,                 0,       26.04284976
          0,           0,         112,      -1.817873647,      0.4286888489,      0.3410111469,       3.587489286,      -5.325662632,     0.02302719788,      0.6146715363,                 0,                 0,                 0,      0.1610268741,   -0.001766578777,      0.6151001777,                 0,       26.69328416
          0,           0,         113,      -1.814982037,      0.4280251707,      0.3471115757,       3.590132123,      -5.324205916,     0.02263311433,      0.6192134539,                 0,                 0,                 0,      0.1608660733,   -0.002343409446,      0.6196225204,                 0,       27.35873839
          0,           0,         114,      -1.812101654,      0.4273175474,      0.3535018414,       3.592781733,      -5.323080144,     0.02226073407,      0.6238475358,                 0,                 0,                 0,       0.160684257,   -0.002902269259,      0.6242378273,                 0,        28.0245716
          0,           0,         115,      -1.809225492,      0.4265137792,       0.360142692,       3.595438136,      -5.322147181,     0.02191403692,      0.6285575628,                 0,                 0,                 0,      0.1604728791,   -0.003438527895,      0.6289300528,                 0,       28.68287414
          0,           0,         116,      -1.806333244,      0.4255471936,      0.3669839079,       3.598121922,      -5.321633329,     0.02159200966,      0.6333240536,                 0,                 0,                 0,      0.1602201461,   -0.003952412524,      0.6336796905,                 0,       29.33140841
          0,           0,         117,      -1.803416939,      0.4243522631,      0.3739597568,       3.600830889,       -5.32145404,     0.02128950622,      0.6380839678,                 0,                 0,                 0,      0.1598980292,   -0.004446524116,      0.6384235439,                 0,       29.97175985
          0,           0,         118,      -1.800470455,      0.4228703467,      0.3809820049,       3.603559466,      -5.321364713,     0.02099660924,      0.6427346681,                 0,                 0,                 0,      0.1594636723,   -0.004926635073,      0.6430586594,                 0,       30.61135543
          0,           0,         119,      -1.797490571,       0.421042639,      0.3879459086,       3.606296175,      -5.321316842,     0.02072684438,       0.647283307,                 0,                 0,                 0,      0.1589307449,   -0.005379518988,      0.6475927288,                 0,       31.22922598
          0,           0,         120,       -1.79446949,      0.4188607449,      0.3947430656,       3.609040677,      -5.321212305,     0.02048415791,       0.651690198,                 0,                 0,                 0,      0.1582898244,   -0.005799633203,      0.6519862569,                 0,        31.8143514
          0,           0,         121,      -1.791407925,      0.4163303807,      0.4012657501,       3.611784156,      -5.320927457,     0.02027356726,      0.6559818854,                 0,                 0,                 0,      0.1575541211,   -0.006183034268,      0.6562659686,                 0,       32.35651018
          0,           0,         122,      -1.788304999,      0.4134792571,      0.4074053284,       3.614528217,      -5.320297386,     0.02010886139,      0.6602386216,                 0,                 0,                 0,      0.1567636916,   -0.006519179085,      0.6605126071,                 0,       32.83321759
